Date,Open,High,Low,Close,Adj Close,Volume
2019-03-22,15.345000,15.345000,15.345000,15.345000,15.345000,3
2019-03-24,null,null,null,null,null,null
2019-03-25,15.515000,15.515000,15.500000,15.507000,15.507000,0
2019-03-26,15.400000,15.420000,15.371000,15.371000,15.371000,6
2019-03-27,15.239000,15.239000,15.239000,15.239000,15.239000,45
2019-03-28,15.230000,15.235000,14.910000,14.921000,14.921000,375
2019-03-29,14.930000,15.065000,14.930000,15.060000,15.060000,343
2019-03-31,null,null,null,null,null,null
2019-04-01,15.035000,15.135000,15.000000,15.051000,15.051000,23
2019-04-02,14.940000,15.025000,14.940000,15.018000,15.018000,55
2019-04-03,15.020000,15.059000,15.020000,15.059000,15.059000,36
2019-04-04,15.041000,15.041000,15.041000,15.041000,15.041000,2
2019-04-05,15.043000,15.043000,15.043000,15.043000,15.043000,0
2019-04-07,null,null,null,null,null,null
2019-04-08,15.173000,15.173000,15.173000,15.173000,15.173000,0
2019-04-09,15.260000,15.260000,15.168000,15.168000,15.168000,0
2019-04-10,15.170000,15.205000,15.095000,15.201000,15.201000,1
2019-04-11,15.140000,15.140000,14.824000,14.824000,14.824000,18
2019-04-12,14.920000,14.920000,14.920000,14.920000,14.920000,1
2019-04-14,null,null,null,null,null,null
2019-04-15,14.948000,14.948000,14.948000,14.948000,14.948000,3
2019-04-16,14.891000,14.891000,14.891000,14.891000,14.891000,0
2019-04-17,14.921000,14.921000,14.921000,14.921000,14.921000,0
2019-04-18,14.890000,14.937000,14.890000,14.937000,14.937000,0
2019-04-21,null,null,null,null,null,null
2019-04-22,14.957000,14.957000,14.957000,14.957000,14.957000,1
2019-04-23,14.773000,14.773000,14.773000,14.773000,14.773000,0
2019-04-24,14.898000,14.898000,14.898000,14.898000,14.898000,0
2019-04-25,14.885000,14.885000,14.861000,14.861000,14.861000,0
2019-04-26,15.002000,15.002000,15.002000,15.002000,15.002000,1
2019-04-28,null,null,null,null,null,null
2019-04-29,15.030000,15.035000,14.820000,14.844000,14.844000,78208
2019-04-30,14.870000,14.960000,14.770000,14.900000,14.900000,18270
2019-05-01,14.885000,14.890000,14.570000,14.645000,14.645000,690
2019-05-02,14.600000,14.625000,14.525000,14.540000,14.540000,565
2019-05-03,14.560000,14.907000,14.560000,14.907000,14.907000,796
2019-05-05,null,null,null,null,null,null
2019-05-06,14.870000,14.920000,14.725000,14.857000,14.857000,242
2019-05-07,14.850000,14.865000,14.770000,14.860000,14.860000,82
2019-05-08,14.890000,14.895000,14.785000,14.792000,14.792000,150
2019-05-09,14.705000,14.720000,14.700000,14.707000,14.707000,85
2019-05-10,14.720000,14.730000,14.690000,14.726000,14.726000,16
2019-05-12,null,null,null,null,null,null
2019-05-13,14.720000,14.720000,14.585000,14.713000,14.713000,22
2019-05-14,14.710000,14.752000,14.710000,14.752000,14.752000,27
2019-05-15,14.755000,14.765000,14.752000,14.752000,14.752000,1
2019-05-16,14.755000,14.755000,14.440000,14.479000,14.479000,4
2019-05-17,14.485000,14.580000,14.345000,14.348000,14.348000,241
2019-05-19,null,null,null,null,null,null
2019-05-20,14.365000,14.420000,14.340000,14.409000,14.409000,156
2019-05-21,14.405000,14.405000,14.325000,14.373000,14.373000,13
2019-05-22,14.400000,14.425000,14.390000,14.414000,14.414000,49
2019-05-23,14.545000,14.577000,14.540000,14.577000,14.577000,105
2019-05-24,14.550000,14.550000,14.520000,14.520000,14.520000,4
2019-05-26,null,null,null,null,null,null
2019-05-28,14.300000,14.310000,14.245000,14.281000,14.281000,17
2019-05-29,14.372000,14.372000,14.372000,14.372000,14.372000,73
2019-05-30,14.355000,14.485000,14.305000,14.460000,14.460000,258
2019-05-31,14.465000,14.540000,14.465000,14.530000,14.530000,136
2019-06-02,null,null,null,null,null,null
2019-06-03,14.720000,14.720000,14.703000,14.703000,14.703000,62
2019-06-04,14.750000,14.750000,14.732000,14.732000,14.732000,3
2019-06-05,15.000000,15.000000,14.754000,14.754000,14.754000,2
2019-06-06,14.890000,14.890000,14.868000,14.868000,14.868000,50
2019-06-07,15.000000,15.125000,14.994000,14.994000,14.994000,1
2019-06-09,null,null,null,null,null,null
2019-06-10,14.605000,14.605000,14.605000,14.605000,14.605000,4
2019-06-11,14.706000,14.706000,14.706000,14.706000,14.706000,0
2019-06-12,14.722000,14.722000,14.722000,14.722000,14.722000,0
2019-06-13,14.871000,14.871000,14.871000,14.871000,14.871000,0
2019-06-14,14.782000,14.782000,14.782000,14.782000,14.782000,1
2019-06-16,null,null,null,null,null,null
2019-06-17,14.814000,14.814000,14.814000,14.814000,14.814000,240
2019-06-18,14.980000,14.980000,14.980000,14.980000,14.980000,3
2019-06-19,14.945000,14.945000,14.945000,14.945000,14.945000,1
2019-06-20,15.469000,15.469000,15.469000,15.469000,15.469000,0
2019-06-21,15.295000,15.305000,15.260000,15.273000,15.273000,103
2019-06-23,null,null,null,null,null,null
2019-06-24,15.368000,15.368000,15.368000,15.368000,15.368000,4
2019-06-25,15.291000,15.291000,15.291000,15.291000,15.291000,24
2019-06-26,15.283000,15.283000,15.283000,15.283000,15.283000,0
2019-06-27,15.275000,15.275000,15.120000,15.205000,15.205000,93664
2019-06-28,15.220000,15.295000,15.180000,15.253000,15.253000,21835
2019-06-30,null,null,null,null,null,null
2019-07-01,15.170000,15.245000,15.075000,15.106000,15.106000,842
2019-07-02,15.125000,15.200000,14.995000,15.154000,15.154000,227
2019-07-03,null,null,null,null,null,null
2019-07-05,15.245000,15.250000,14.885000,14.918000,14.918000,12
2019-07-07,null,null,null,null,null,null
2019-07-08,14.965000,15.060000,14.925000,14.972000,14.972000,107
2019-07-09,15.045000,15.068000,15.045000,15.068000,15.068000,23
2019-07-10,15.055000,15.147000,15.000000,15.147000,15.147000,1
2019-07-11,15.225000,15.230000,15.067000,15.067000,15.067000,5
2019-07-12,15.075000,15.185000,15.055000,15.161000,15.161000,36
2019-07-14,null,null,null,null,null,null
2019-07-15,15.260000,15.290000,15.260000,15.290000,15.290000,7
2019-07-16,15.295000,15.645000,15.295000,15.600000,15.600000,16
2019-07-17,15.730000,15.893000,15.730000,15.893000,15.893000,41
2019-07-18,15.980000,16.120001,15.980000,16.120001,16.120001,85
2019-07-19,16.275000,16.504999,16.117001,16.117001,16.117001,61
2019-07-21,null,null,null,null,null,null
2019-07-22,16.295000,16.340000,16.290001,16.340000,16.340000,68
2019-07-23,16.405001,16.405001,16.405001,16.405001,16.405001,161
2019-07-24,16.299999,16.554001,16.299999,16.554001,16.554001,73
2019-07-25,16.400000,16.415001,16.339001,16.339001,16.339001,45
2019-07-26,16.420000,16.424999,16.325001,16.325001,16.325001,64
2019-07-28,null,null,null,null,null,null
2019-07-29,16.368000,16.368000,16.368000,16.368000,16.368000,25
2019-07-30,16.370001,16.549999,16.370001,16.495001,16.495001,446
2019-07-31,16.510000,16.510000,16.219999,16.346001,16.346001,331
2019-08-01,16.105000,16.299999,15.895000,16.121000,16.121000,224
2019-08-02,16.135000,16.222000,16.059999,16.222000,16.222000,74
2019-08-04,null,null,null,null,null,null
2019-08-05,16.150000,16.434999,16.125000,16.344999,16.344999,78
2019-08-06,16.405001,16.405001,16.405001,16.405001,16.405001,79
2019-08-07,17.156000,17.156000,17.156000,17.156000,17.156000,54
2019-08-08,16.900999,16.900999,16.900999,16.900999,16.900999,89
2019-08-09,16.896999,16.896999,16.896999,16.896999,16.896999,157
2019-08-11,null,null,null,null,null,null
2019-08-12,16.875000,17.039000,16.860001,17.039000,17.039000,91
2019-08-13,17.309999,17.315001,16.955999,16.955999,16.955999,121
2019-08-14,17.253000,17.253000,17.253000,17.253000,17.253000,22
2019-08-15,17.188000,17.188000,17.188000,17.188000,17.188000,48
2019-08-16,17.096001,17.096001,17.096001,17.096001,17.096001,47
2019-08-18,null,null,null,null,null,null
2019-08-19,16.914000,16.914000,16.914000,16.914000,16.914000,0
2019-08-20,17.065001,17.122000,17.065001,17.122000,17.122000,1
2019-08-21,17.125000,17.125000,17.120001,17.125000,17.125000,4
2019-08-22,17.014000,17.014000,17.014000,17.014000,17.014000,2
2019-08-23,17.395000,17.395000,17.395000,17.395000,17.395000,0
2019-08-25,null,null,null,null,null,null
2019-08-26,17.540001,17.624001,17.540001,17.624001,17.624001,0
2019-08-27,18.139000,18.139000,18.139000,18.139000,18.139000,4
2019-08-28,18.240000,18.304001,18.235001,18.304001,18.304001,2
2019-08-29,18.299999,18.615000,17.985001,18.167000,18.167000,97738
2019-08-30,18.195000,18.410000,18.020000,18.184999,18.184999,22272
2019-09-01,null,null,null,null,null,null
2019-09-03,18.450001,19.225000,18.250000,19.079000,19.079000,1479
2019-09-04,19.215000,19.540001,19.215000,19.391001,19.391001,828
2019-09-05,19.485001,19.485001,18.424999,18.656000,18.656000,462
2019-09-06,18.629999,18.684999,17.968000,17.968000,17.968000,386
2019-09-08,null,null,null,null,null,null
2019-09-09,18.205000,18.205000,17.950001,18.018999,18.018999,343
2019-09-10,17.770000,18.084999,17.770000,18.041000,18.041000,517
2019-09-11,18.065001,18.070000,18.030001,18.031000,18.031000,190
2019-09-12,18.070000,18.165001,18.030001,18.041000,18.041000,320
2019-09-13,18.004999,18.004999,17.405001,17.436001,17.436001,135
2019-09-15,null,null,null,null,null,null
2019-09-16,17.780001,17.900999,17.780001,17.900999,17.900999,201
2019-09-17,18.016001,18.016001,18.016001,18.016001,18.016001,40
2019-09-18,17.795000,17.795000,17.795000,17.795000,17.795000,99
2019-09-19,17.815001,17.815001,17.725000,17.773001,17.773001,4
2019-09-20,17.754999,17.950001,17.738001,17.738001,17.738001,135
2019-09-22,null,null,null,null,null,null
2019-09-23,18.215000,18.600000,18.209999,18.600000,18.600000,53
2019-09-24,18.520000,18.520000,18.517000,18.517000,18.517000,75
2019-09-25,18.570000,18.570000,17.962000,17.962000,17.962000,3
2019-09-26,17.910000,17.910000,17.801001,17.801001,17.801001,26
2019-09-27,17.820000,17.830000,17.330000,17.552000,17.552000,1389
2019-09-29,null,null,null,null,null,null
2019-09-30,17.495001,17.504999,16.898001,16.898001,16.898001,227
2019-10-01,16.924999,17.260000,16.924999,17.202000,17.202000,33
2019-10-02,17.174999,17.591999,17.155001,17.591999,17.591999,77
2019-10-03,17.504999,17.635000,17.450001,17.584999,17.584999,44
2019-10-04,17.440001,17.540001,17.320000,17.540001,17.540001,42
2019-10-06,null,null,null,null,null,null
2019-10-07,17.450001,17.530001,17.450001,17.457001,17.457001,27
2019-10-08,17.639999,17.639999,17.617001,17.617001,17.617001,8
2019-10-09,17.728001,17.750000,17.719999,17.728001,17.728001,2
2019-10-10,17.600000,17.600000,17.490000,17.520000,17.520000,4
2019-10-11,17.594999,17.594999,17.350000,17.462000,17.462000,2
2019-10-13,null,null,null,null,null,null
2019-10-14,17.525000,17.634001,17.525000,17.634001,17.634001,5
2019-10-15,17.455000,17.455000,17.308001,17.308001,17.308001,3
2019-10-16,17.219999,17.351000,17.174999,17.351000,17.351000,23
2019-10-17,17.299999,17.535999,17.299999,17.535999,17.535999,115
2019-10-18,17.469999,17.502001,17.465000,17.502001,17.502001,8
2019-10-20,null,null,null,null,null,null
2019-10-21,17.510000,17.530001,17.504999,17.525999,17.525999,30
2019-10-22,17.490000,17.490000,17.437000,17.437000,17.437000,18
2019-10-23,17.485001,17.559999,17.485001,17.517000,17.517000,51
2019-10-24,17.739000,17.739000,17.739000,17.739000,17.739000,27
2019-10-25,17.861000,17.945000,17.861000,17.861000,17.861000,23
2019-10-27,null,null,null,null,null,null
2019-10-28,17.889999,17.889999,17.770000,17.816000,17.816000,18
2019-10-29,17.771000,17.771000,17.771000,17.771000,17.771000,60
2019-10-30,17.790001,17.820000,17.715000,17.815001,17.815001,74
2019-10-31,18.014000,18.014000,18.014000,18.014000,18.014000,29
2019-11-01,18.030001,18.030001,18.004000,18.004000,18.004000,78
2019-11-03,null,null,null,null,null,null
2019-11-04,18.014000,18.014000,18.014000,18.014000,18.014000,13
2019-11-05,18.025000,18.025000,17.516001,17.516001,17.516001,23
2019-11-06,17.525000,17.558001,17.370001,17.558001,17.558001,2
2019-11-07,17.540001,17.565001,16.969999,16.969999,16.969999,45
2019-11-08,16.844999,16.875000,16.764999,16.783001,16.783001,5
2019-11-10,null,null,null,null,null,null
2019-11-11,16.674999,16.761999,16.674999,16.761999,16.761999,31
2019-11-12,16.799999,16.805000,16.674999,16.677000,16.677000,5
2019-11-13,16.764999,16.898001,16.764999,16.898001,16.898001,28
2019-11-14,16.870001,17.013000,16.870001,17.013000,17.013000,7
2019-11-15,16.959999,16.969999,16.799999,16.933001,16.933001,14
2019-11-17,null,null,null,null,null,null
2019-11-18,16.985001,16.985001,16.985001,16.985001,16.985001,7
2019-11-19,17.103001,17.103001,17.103001,17.103001,17.103001,0
2019-11-20,17.100000,17.100000,17.100000,17.100000,17.100000,0
2019-11-21,17.049999,17.049999,17.049999,17.049999,17.049999,0
2019-11-22,16.985001,16.985001,16.985001,16.985001,16.985001,0
2019-11-24,null,null,null,null,null,null
2019-11-25,16.871000,16.871000,16.871000,16.871000,16.871000,0
2019-11-26,17.030001,17.030001,17.030001,17.030001,17.030001,0
2019-11-27,17.059999,17.065001,16.875000,16.912001,16.912001,84255
2019-11-29,null,null,null,null,null,null
2019-12-01,null,null,null,null,null,null
2019-12-02,16.915001,16.920000,16.785000,16.836000,16.836000,1598
2019-12-03,16.860001,17.160000,16.809999,17.125000,17.125000,343
2019-12-04,17.115000,17.240000,16.754999,16.797001,16.797001,381
2019-12-05,16.840000,16.941999,16.780001,16.941999,16.941999,287
2019-12-06,16.820000,16.825001,16.465000,16.481001,16.481001,261
2019-12-08,null,null,null,null,null,null
2019-12-09,16.475000,16.559999,16.469999,16.532000,16.532000,159
2019-12-10,16.555000,16.610001,16.555000,16.596001,16.596001,142
2019-12-11,16.545000,16.830000,16.545000,16.743999,16.743999,188
2019-12-12,16.830000,17.014999,16.740000,16.844999,16.844999,84
2019-12-13,16.879999,16.912001,16.825001,16.912001,16.912001,61
2019-12-15,null,null,null,null,null,null
2019-12-16,16.980000,17.018999,16.940001,17.018999,17.018999,23
2019-12-17,16.995001,17.000000,16.975000,16.978001,16.978001,75
2019-12-18,16.985001,17.000000,16.844999,16.952999,16.952999,103
2019-12-19,16.985001,17.075001,16.975000,17.058001,17.058001,45
2019-12-20,17.180000,17.180000,17.128000,17.128000,17.128000,987
2019-12-22,null,null,null,null,null,null
2019-12-23,17.355000,17.410000,17.355000,17.403000,17.403000,1
2019-12-24,null,null,null,null,null,null
2019-12-26,17.910000,17.985001,17.879999,17.893999,17.893999,3
2019-12-27,17.930000,17.930000,17.849001,17.849001,17.849001,53
2019-12-29,null,null,null,null,null,null
2019-12-30,17.900000,17.910000,17.850000,17.908001,17.908001,430
2019-12-31,18.065001,18.065001,17.799999,17.827999,17.827999,89
2020-01-02,17.966000,17.990000,17.966000,17.966000,17.966000,232
2020-01-03,18.110001,18.110001,17.965000,18.068001,18.068001,2
2020-01-05,18.170000,18.344999,18.170000,18.215000,18.215000,276360
2020-01-06,18.025000,18.105000,18.025000,18.097000,18.097000,83
2020-01-07,18.014999,18.344999,18.014999,18.316000,18.316000,3
2020-01-08,18.400000,18.504999,18.070000,18.087999,18.087999,33
2020-01-09,17.760000,17.860001,17.760000,17.860001,17.860001,31
2020-01-10,18.033001,18.033001,18.033001,18.033001,18.033001,38
2020-01-12,18.129999,18.129999,18.055000,18.075001,18.075001,43170
2020-01-13,17.969999,18.020000,17.926001,17.926001,17.926001,2
2020-01-14,17.855000,17.875000,17.674000,17.674000,17.674000,5
2020-01-15,17.923000,17.923000,17.923000,17.923000,17.923000,17
2020-01-16,17.950001,17.950001,17.875000,17.875000,17.875000,0
2020-01-17,18.013000,18.013000,18.013000,18.013000,18.013000,52
2020-01-19,18.040001,18.059999,18.020000,18.045000,18.045000,17850
2020-01-21,17.750999,17.750999,17.750999,17.750999,17.750999,67
2020-01-22,17.771000,17.771000,17.771000,17.771000,17.771000,175
2020-01-23,17.730000,17.773001,17.730000,17.773001,17.773001,0
2020-01-24,17.870001,18.056999,17.870001,18.056999,18.056999,110
2020-01-26,18.260000,18.375000,18.215000,18.245001,18.245001,141571
2020-01-27,18.000000,18.000000,18.000000,18.000000,18.000000,280
2020-01-28,17.605000,17.605000,17.402000,17.402000,17.402000,2
2020-01-29,17.450001,17.450001,17.370001,17.431000,17.431000,10
2020-01-30,17.540001,17.965000,17.540001,17.952000,17.952000,132
2020-01-31,17.972000,17.972000,17.972000,17.972000,17.972000,50
2020-02-02,18.100000,18.125000,18.020000,18.070000,18.070000,67168
2020-02-03,17.795000,17.799999,17.600000,17.639999,17.639999,1
2020-02-04,17.528000,17.528000,17.528000,17.528000,17.528000,19
2020-02-05,17.569000,17.569000,17.569000,17.569000,17.569000,154
2020-02-06,17.789000,17.789000,17.789000,17.789000,17.789000,10
2020-02-07,17.665001,17.665001,17.665001,17.665001,17.665001,0
2020-02-09,17.705000,17.760000,17.670000,17.719999,17.719999,22478
2020-02-10,17.780001,17.780001,17.757999,17.757999,17.757999,7
2020-02-11,17.695000,17.715000,17.573000,17.573000,17.573000,1
2020-02-12,17.478001,17.478001,17.478001,17.478001,17.478001,7
2020-02-13,17.600000,17.600000,17.600000,17.600000,17.600000,10
2020-02-14,17.715000,17.715000,17.715000,17.715000,17.715000,3
2020-02-16,17.725000,17.725000,17.670000,17.690001,17.690001,3033
2020-02-18,18.131001,18.131001,18.131001,18.131001,18.131001,3
2020-02-19,18.145000,18.292000,18.145000,18.292000,18.292000,3
2020-02-20,18.309000,18.309000,18.309000,18.309000,18.309000,56
2020-02-21,18.565001,18.565001,18.480000,18.521000,18.521000,3
2020-02-23,18.650000,18.795000,18.584999,18.645000,18.645000,337854
2020-02-24,18.690001,18.868000,18.690001,18.868000,18.868000,11
2020-02-25,18.183001,18.183001,18.183001,18.183001,18.183001,4
2020-02-26,17.826000,17.826000,17.826000,17.826000,17.826000,4
2020-02-27,18.020000,18.129999,17.610001,17.799999,17.799999,52702923
2020-02-28,17.690001,17.795000,16.340000,17.658001,17.658001,709
2020-03-01,16.500000,16.605000,16.389999,16.535000,16.535000,192056
2020-03-02,16.495001,16.975000,16.389999,16.386999,16.386999,458
2020-03-03,16.875000,17.320000,16.740000,16.679001,16.679001,307
2020-03-04,17.190001,17.245001,17.049999,17.129000,17.129000,73
2020-03-05,17.155001,17.405001,17.120001,17.187000,17.187000,66
2020-03-06,17.459999,17.485001,17.000000,17.341999,17.341999,52
2020-03-08,17.490000,17.615000,17.420000,17.530001,17.530001,265660
2020-03-09,17.434999,17.434999,16.570000,17.214001,17.214001,46
2020-03-10,16.850000,17.145000,16.764999,17.000999,17.000999,97
2020-03-11,16.855000,16.860001,16.639999,16.906000,16.906000,152
2020-03-12,16.430000,16.615000,15.600000,16.729000,16.729000,51
2020-03-13,15.455000,15.890000,14.425000,14.685000,14.685000,69801562
2020-03-15,15.100000,15.245000,14.735000,14.765000,14.765000,656892
2020-03-16,15.100000,15.245000,11.770000,14.500000,14.500000,134597
2020-03-17,12.860000,13.230000,12.110000,12.816000,12.816000,100520
2020-03-18,12.610000,12.905000,11.640000,12.495000,12.495000,109368
